Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
Fountain,Seed VC,$1.65M,05/18/2015,N/A,"Fountain enables companies to quickly screen and hire independent workforces - all the background checks, document signing, scheduling, city management - in one simple dashboard.",Internet Software & Services,United States,$118.87M,N/A
GetYourHero,Seed VC,$1.65M,07/29/2015,N/A,"GetYourHero operates a platform for hiring home cleaners. The company is currently active in Madrid, Barcelona, Milan, Roma and Paris.",eCommerce,Spain,$1.65M,N/A
"V
Versago Vascular Acess",Angel,$1.65M,08/07/2015,N/A,"Versago Vascular Acess offers, Versago, a platform technology, spanning several fields. The company's patented technology displaces multiple traditional access applications in Apheresis and Chemotherapy, and opens several new ones such as Total Parenteral Nutrition, CAR-T and Hemodialysis.",Internet Software & Services,United States,$1.65M,N/A
"H
Huishoubao Tech",Seed VC,$1.65M,08/27/2015,N/A,"Huishoubao Tech (回收宝) is a Chinese electronic devices recycling platform, focusing on mobile phones, tablet PCs, notebooks, and other digital products.",eCommerce,China,$64.04M,N/A
"W
WHmall",Series A,$1.65M,05/06/2015,N/A,WHmall operates a trading platform for specialty chemicals.,eCommerce,China,$1.65M,N/A
ModernAdvisor,Angel,$1.65M,09/24/2015,N/A,"ModernAdvisor is a next-generation financial advisor that is focused on investment management in Canada. The company complements investment insights with proprietary algorithms and an interactive website to bring low-cost investment management to every Canadian. ModernAdvisor helps build a personalized investment portfolio in a few minutes regardless of account size.On January 30th, 2020, ModernAdvisor was acquired by Guardian Capital Group. Terms of the transaction were not disclosed.",Internet Software & Services,Canada,$1.65M,N/A
Lovespace,Series B - II,$1.64M,03/20/2015,N/A,"Lovespace collects users' things (boxes or larger items) from their homes, stores them in a warehouse and returns them whenever and wherever they want in the UK. Users can manage their account online, add photographs and details of what's in each box and to call them back individually at any point.",Internet Software & Services,United Kingdom,$4.32M,N/A
"J
Junwu Technology",Seed VC,$1.64M,12/01/2015,N/A,Junwu Technology focuses on military-related media production.,Internet Software & Services,China,$13.37M,N/A
SimpleLegal,Seed VC,$1.63M,10/16/2015,N/A,"SimpleLegal is a modern legal operations management platform that combines Matter Management, e-Billing and Spend Management, Vendor Management, Knowledge Management, and provides business insights through reporting and analytics. SimpleLegal helps corporate legal departments streamline and optimize the way they work and make better business decisions.",Internet Software & Services,United States,$11.72M,N/A
Feeligo,Series A,$1.63M,12/04/2015,N/A,"Feeligo allows brands, advertisers and celebrities to enter the latest and most viral usage with a new personal and subtle communication channel. Feeligo's technology provides brands with viral reach inside digital conversations (messaging, web communities) through the creation and management of dedicated rich media content.",Internet Software & Services,France,$2.59M,N/A
Talent Clue,Seed VC,$1.62M,07/20/2015,N/A,"Talent Clue has built a recruiting software solution that it sells to corporates and multinationals to help them post a job offer on multiple sites and to retrieve all candidates automatically in a single platform. Prices range from 49 to 149 euros per month, depending on the number of active job postings.",Internet Software & Services,Spain,$6.32M,N/A
LindaCare,Series A,$1.62M,12/07/2015,N/A,"LindaCare specializes in the development of integrated telemonitoring software solutions for chronic disease management. The initial focus of LindaCare is on patients with chronic heart failure (CHF) and cardiac arrhythmia, equipped with Cardiac Implanted Electronic Devices (CIED) for Cardiac Rhythm Management (CRM).",Internet Software & Services,Belgium,$10.68M,N/A
Matsmart,Seed VC,$1.62M,07/10/2015,N/A,"Matsmart, also known as Motatos, is an online food retailer, on a mission to reduce food waste. By providing an alternative route to market for surplus food, the company aims to challenge the perception and consumption of food. In addition, its discounted prices enable its customers to save money, while doing something good for the environment.",eCommerce,Sweden,$107.98M,N/A
DotAlign,Angel - II,$1.61M,02/18/2015,N/A,DotAlign offers inbox productivity and relationship intelligence for secure corporate environments. DotAlign measures strength of relationships across the firm and infuses that knowledge into day-to-day CRM and Outlook workflows.,Internet Software & Services,United States,$9.17M,N/A
Metric Insights,Seed,$1.61M,02/19/2015,N/A,"Foyr, formerly Renderlogy, offers creative visualization of real estate spaces, and customized interior design and end-to-end execution services. Foyr also offers a custom compression algorithm solution, an interactive 3D engine, and an AI enabled language solution that creatively describes the spaces to be designed, aimed at creatively conceptualizing a user's living space.",Internet Software & Services,India,$10.61M,N/A
Midaxo,Seed VC,$1.61M,03/31/2015,N/A,"Midaxo is a global provider of a cloud-based platform that helps companies easily systematize and run their M&A and other complex management processes. Easy-to-use and highly configurable, Midaxo enables M&A professionals to manage their activities from deal sourcing and valuation through transaction and integration. With Midaxo, some of the world's largest companies, including HP, Supreme Group, and Danfoss, enjoy complete visibility and control over critical M&A activities -- and can quickly make well-informed decisions, avoid risks, and capture merger synergies.",Internet Software & Services,Finland,$21.46M,N/A
Venturebeat,Series C - II,$1.61M,10/13/2015,N/A,"VentureBeat is a source for news and perspective on technology innovation. The company's news, analysis, and events provide deep context to help executives, entrepreneurs, and tech enthusiasts make smart decisions. VentureBeat covers a range of technology trends - from social to mobile, small business to enterprise, health tech, cloud, games, and more.",Internet Software & Services,United States,$6.54M,N/A
"A
ACC5",Seed VC,$1.61M,08/01/2015,N/A,"ACC5 is an online education & training exchange platform for accounting professionals in all industries, including business, industrial, catering, hotels, real estate, construction, and more. Courses offered cover real estate account management, financial software training, tax operations, and other basic services.",Internet Software & Services,China,$7.91M,N/A
"C
CassTime",Seed VC,$1.61M,05/01/2015,N/A,"CassTime is an Internet-based marketplace for auto parts. Through its CassMall platform, the company provides rapid price inquiry, simpler settlements, transparent logistics, and aftersales support.",eCommerce,China,$280.40M,N/A
"N
NEIWAI",Seed VC,$1.61M,04/01/2015,N/A,"NEIWAI is an online women's underwear and lingerie brand. The company also offers undershirts, camisoles, leggings, pajamas, bathrobes, jackets, and sportswear for both men and women.",eCommerce,China,$142.90M,N/A
"M
MLOG",Seed VC,$1.61M,01/02/2015,N/A,"MLOG is a commercial meteorological services company that relies on modern weather forecasting techniques and big data analytics to provide users with interactive, customized meteorological services and industry solutions to reduce production loss caused by weather and climate effects.",Internet Software & Services,China,$19.61M,N/A
