Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
"E
Edj Analytics",Series B,$2.19M,02/28/2018,N/A,"Edj Analytics provides an ""edge"" to companies and people in competitive markets. The company does this by solving very complex problems in unique and creative ways that allow them to look at each question as if it is a game to be won or lost. Each game is structured so that the outcome is optimized for the users' unique requirements. This approach has been helpful to clients as diverse as professional football teams, commodity traders and corporate executives.",Internet Software & Services,United States,$4.59M,N/A
"D
Dajing TCM",Seed,$2.19M,08/21/2018,N/A,Dajing TCM (大经中医) is a Chinese medicine diagnosis and treatment platform.,Internet Software & Services,China,$2.19M,N/A
"S
Seeking Intelligent Control",Seed - II,$2.19M,12/05/2018,N/A,Seeking Intelligent Control provides production line intelligent manufacturing solutions.,Internet Software & Services,China,$13.58M,N/A
"B
BM001",Seed VC - II,$2.19M,12/05/2018,N/A,BM001 is a SaaS e-commerce system and service provider.,eCommerce,China,$12.62M,N/A
"A
Align",Series A,$2.18M,02/20/2018,N/A,"Align is a cloud-based business operating system that is designed to keep users on the path to executing their plains. Align is based around proven business management methodologies, creating focus and alignment throughout an organization by having a select few priorities that an organization is working to achieve during any given time period.",Internet Software & Services,United States,$2.18M,N/A
Hokodo,Seed VC,$2.18M,10/04/2018,N/A,"Hokodo develops insurance and financing solutions for B2B marketplaces, cloud accounting and e-invoicing platforms, allowing them to offer protection and financing to customers.",Internet Software & Services,United Kingdom,$16.91M,N/A
"L
Lando Culture",Series C - II,$2.18M,12/28/2018,N/A,"Lando Culture is an entertainment and content marketing company that specializes in the production and distribution of talk shows, community apps, and beauty & entertainment programs for female audiences.",Internet Software & Services,China,$18.11M,N/A
Fraud.net,Seed,$2.18M,12/20/2018,N/A,"Ehwa is a medical information service platform focusing on technology development and transfer, software development and design, medical research and experimental development, data processing, data collection statistics and analysis.",Internet Software & Services,China,$2.18M,N/A
MainStem,Series B,$2.17M,05/22/2018,N/A,"MainStem is a technology-based ancillary product distribution company in the regulated cannabis industry with over 10,000 products for cannabis businesses to select.",eCommerce,United States,$8.85M,N/A
"D
Deepexi",Seed VC,$2.17M,11/02/2018,N/A,"Deepexi focuses on the application of big data and AI technology in providing retail, manufacturing and customer marketing services.",Internet Software & Services,China,$254.17M,N/A
"S
Seeking Intelligent Control",Seed,$2.17M,05/01/2018,N/A,Seeking Intelligent Control provides production line intelligent manufacturing solutions.,Internet Software & Services,China,$13.58M,N/A
"T
The Healthy Billion",Seed VC - II,$2.16M,02/20/2018,N/A,"THB (The Healthy Billion) is a technology and analytics company that is building a platform to structure healthcare data and generate value for multiple stakeholders – clinicians, hospitals, labs, pharma, researchers and patients.",Internet Software & Services,India,$2.16M,N/A
Biteable,Seed VC - II,$2.16M,03/26/2018,N/A,"Biteable is a Hobart-based video startup that allows users to create simple marketing videos online on-demand. Biteable's platform houses hundreds of video templates that users can simply edit, with stock footage and effects, to suit their needs.",Internet Software & Services,Australia,$10.26M,N/A
"C
Cordeco",Angel,$2.16M,07/24/2018,N/A,"Cordeco (コルデコ) is a specialized healthcare platform that provides personalized, easy-to-understand information.",Internet Software & Services,Japan,$2.16M,N/A
"B
bext360",Seed VC,$2.15M,06/01/2018,N/A,"bext360 aims to make it easier for farmers to get a fair price, and get paid instantly, for their beans. bext360 provides hardware that can collect and analyze coffee, facilitating instant payments to suppliers and farmers based on that quality analysis. The company also supports digital loan and interest payments to banks and uses the data it collects to help those lenders monitor and collect on loans issued to the small businesses within the coffee supply chain.",Internet Software & Services,United States,$3.47M,N/A
Segmentify,Series A,$2.15M,07/01/2018,N/A,"Segmentify is a SaaS tool that helps e-commerce managers convert visitors to customers by making smart recommendations. Segmentify recommends the right product to the right visitor at the right time by utilizing its on-site marketing tools, resulting in higher conversion rates.",Internet Software & Services,United Kingdom,$4.09M,N/A
Wholesalebox,Series A,$2.15M,07/20/2018,N/A,"WholesaleBox is a marketplace for wholesale buying and selling across India, connecting manufacturers or big wholesalers directly to retailers.",eCommerce,India,$4.15M,N/A
Valyant AI,Seed - II,$2.15M,10/15/2018,N/A,"Valyant AI has created a customer service AI platform designed for existing retail hardware, in order to break down barriers between humans and computers through natural communication.",Internet Software & Services,United States,$10.99M,N/A
TurboPatent,Series A,$2.14M,12/20/2018,N/A,"TurboPatent is an integrated, cloud-based collaborative platform that automates and streamlines the patent process. TurboPatent cuts the time to produce, prosecute, and process a high quality patent application by 50% or more.",Internet Software & Services,United States,$6.42M,N/A
Luxury Presence,Seed VC,$2.13M,11/07/2018,N/A,"Luxury Presence is a brokerage marketing platform that provides real estate agents with websites, marketing services, and access to an exclusive network.",Internet Software & Services,United States,$34.11M,N/A
Ideolys,Series A,$2.12M,05/16/2018,N/A,"Ideolys is an IT services company and software provider founded in 2010 that publishes a full web-based suite for the catering industry. Its produc Easilys is a modular solution dedicated to restaurant management that meets the expectations of all restaurant professionals, for all types of restaurants.",Internet Software & Services,France,$2.62M,N/A
"S
studysenior",Series A,$2.12M,10/17/2018,N/A,studysenior is an online and mobile education platform that offers a range of video lectures and customized education services.,Internet Software & Services,South Korea,$13.73M,N/A
Clustaar,Seed VC,$2.11M,02/02/2018,N/A,Clustaar is a conversational AI Platform dedicated to automating customer operations.,Internet Software & Services,France,$2.11M,N/A
Fundvisory,Series A,$2.11M,07/10/2018,N/A,Fundvisory is a robo-advisor for financial professionals.,Internet Software & Services,France,$2.43M,N/A
Re-Leased,Angel,$2.11M,07/18/2018,N/A,Re-Leased is cloud-based commercial property management software that makes life easier for property managers and owners.,Internet Software & Services,New Zealand,$2.11M,N/A
"C
Cape Privacy",Pre-Seed,$2.11M,01/01/2018,N/A,"Cape Privacy provides enterprise companies with a SaaS collaboration platform on top of advanced privacy and security technology to maximize the value of their data. It allows businesses to collaborate internally (e.g. risk, legal, compliance divisions in a bank) or with third-party vendors (e.g. an agency or outside law firm) and across organizations (even competitors such as major pharmaceutical firms) by enhancing the privacy of data.",Internet Software & Services,United States,$25.06M,N/A
Wonderschool,Seed VC - III,$2.10M,01/08/2018,N/A,"Wonderschool works with educators and childcare providers to help them start their own childcares or preschools out of their homes, whether they live in apartments, condos, or homes that they rent or own. Wonderschool provides assistance with licensing, program setup, marketing, and more. The software platform allows teachers to manage their students, parents, and program from one dashboard.",Internet Software & Services,United States,$24.10M,N/A
"X
xagent",Seed,$2.10M,02/28/2018,N/A,"xagent provides a 50-state single-entry submission platform for retail property and casualty (P&C) agents to expedite market access to a variety of standard and surplus lines insurance for commercial clients. On January 2nd, 2020, xagent was acquired by Bold Penguin, terms of the agreement were not disclosed.",Internet Software & Services,United States,$3.30M,N/A
"C
Casa",Seed VC,$2.10M,03/02/2018,N/A,"Casa is a personal key security system for Bitcoin, Ethereum, Litecoin, and more. The company offers multi-signature key service with hardware wallets.",Internet Software & Services,United States,$6.78M,N/A
