Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
"A
AKUODIGITAL",Series A,$0.61M,11/04/2016,N/A,"AKUODIGITAL develops products and services to help customers to secure and maintain their work documents. The company's products include Ascan, a quick and affordable method of turning paper documents into digital documents; STIICA, a software tool to help track document versions; and Pinenote, a document viewer program developed with security layers and the ability to prove document authenticity.",Internet Software & Services,South Korea,$18.55M,N/A
Cypress.io,Seed VC,$0.60M,01/07/2016,N/A,"Cypress is a test engine that runs unit and integration tests in browsers. Cypress is comprised of an API with over 60 commands to simulate user behavior. It combines existing testing tools with a GUI to monitor and debug all of your tests. It includes cross-browser testing, custom debugging feedback, CI support, XHR mocking, spies, stubs, and more.",Internet Software & Services,United States,$54.81M,N/A
CapitalPitch,Angel,$0.60M,01/12/2016,N/A,"CapitalPitch is a platform designed to accelerate startup investment. CapitalPitch is a sophisticated/accredited only equity-based crowdfunding platform. The platform is only open to sophisticated/accredited investors, not the ""crowd"" which refers mainly to ""retail"" investors.",eCommerce,Australia,$0.60M,N/A
Nabobil,Angel,$0.60M,02/01/2016,N/A,Nabobil is a P2P car rental marketplace.,eCommerce,Norway,$1.58M,N/A
Leadfeeder,Seed VC,$0.60M,02/12/2016,N/A,Leadfeeder provides a sales tool that shows users which companies visit their website and what they do there to allow them to use this information to convert promising visitors to sales leads. The company does it by leveraging Google Analytics data and identifying visits from corporate networks.,Internet Software & Services,Finland,$4.93M,N/A
"H
Hockeystick.co",Seed VC,$0.60M,03/22/2016,N/A,"Hockeystick provides startups with an invaluable resource for finding investors, accessing startup programs and connecting with curated partner programs.",Internet Software & Services,Canada,$1.10M,N/A
"D
Dyad",Seed VC - III,$0.60M,04/13/2016,N/A,"Dyad, formerly known as ChaseFuture, offers college and grad school applicants with personalized, top-quality admissions consulting.",Internet Software & Services,China,$1.00M,N/A
"T
TheBagTalk.com",Seed,$0.60M,04/13/2016,N/A,"TheBagTalk.com is an online retailer of handbags, with in-house designing, manufacturing, and warehousing capabilities across India and China.",eCommerce,India,$0.68M,N/A
The Wedding Brigade,Seed VC,$0.60M,04/28/2016,N/A,"The Wedding Brigade allows users to discover, plan and shop for Indian weddings. The Wedding Brigade also has a services marketplace, which enables users to book venues, hair and make-up artists and mehendi artists online or through the company's concierge service.",eCommerce,India,$2.60M,N/A
Timescenery,Seed,$0.60M,04/08/2016,N/A,"Timescenery is a social marketplace of trips, connecting trusted providers in one interface on a single website.",eCommerce,United Kingdom,$0.61M,N/A
Listen Current,Seed VC - II,$0.60M,05/16/2016,N/A,Listen Current makes it easy to bring authentic voices and compelling non-fiction stories to the classroom. The company curates the best of public radio to keep teaching connected to the real world and build student listening skills at the same time.,Internet Software & Services,United States,$1.55M,N/A
Go People,Seed - II,$0.63M,11/03/2016,N/A,"Go People is changing the delivery industry by disrupting legacy ""delivery and courier industry rules"", simplifying the point-to-point delivery process for both consumers and businesses, fulfilling the gap in service demand, raising service standards, and facilitating transparent and competitive pricing.",Internet Software & Services,Australia,$4.02M,N/A
Capcito,Angel,$0.63M,12/31/2016,N/A,"Capcito is a Stockholm, Sweden-based software developer of a fintech platform providing automated B2B loans and financing.On November 17th, 2021, Fortnox acquired a majority stake in Capcito at a valuation of $46.23M.",Internet Software & Services,Sweden,$11.61M,N/A
Wyebot,Seed VC - III,$0.60M,01/11/2016,N/A,Sparesbox provides an e-commerce platform that offers a range of auto parts.,eCommerce,Australia,$2.10M,N/A
Mautic,Seed VC,$0.60M,06/06/2016,N/A,"Mautic is a marketing automation platform, enabling brands to more quickly create more effective, personalized digital experiences. The company helps businesses take advantage of marketing automation without the cost associated with current systems. Mautic is built on an open source marketing automation system providing a multi-channel marketing platform to engage and build relationships with customers.",Internet Software & Services,United States,$5.60M,N/A
Elevated,Seed VC,$0.60M,07/06/2016,N/A,"Elevated is a patent-pending people analytics platform. Instantly predict the culture fit of an individual across a team and your organization as a whole. The platform shortens time to hire, improves productivity, and improves retention of the right talent - all without complex surveys and assessments.",Internet Software & Services,United States,$2.43M,N/A
Truckola,Angel,$0.60M,07/20/2016,N/A,Truckola aggregates supply and demand for inter city transportation using its online platform and android app.,Internet Software & Services,India,$0.60M,N/A
Wiwigo,Angel,$0.60M,07/21/2016,N/A,Wiwigo is an online platform for intercity travel by cab. The Company offers roundtrip and multi-city travel bookings. Wiwigo enables bookings for both sides and hence reduces the one way journey fare to almost half the price.,eCommerce,India,$0.60M,N/A
"B
Bombay Shaving Company",Angel,$0.60M,08/09/2016,N/A,"Bombay Shaving Company works on a subscription-based model and supplies men's grooming products. The company provides a six-part shaving system that includes: razor, blades, pre-shave scrub, shaving cream, brush, and post-shave balm.",eCommerce,India,$14.86M,N/A
ThemeCloud,Seed,$0.60M,04/07/2016,N/A,"Noadmin, dba ThemeCloud, is a next generation WordPress hosting platform relying on Docker.",Internet Software & Services,France,$0.60M,N/A
Vutility,Seed VC,$0.60M,09/29/2016,N/A,"Vutility gathers and provides real-time information on utility usage (electric, gas, water, and renewables) so that consumers, businesses, and governments can monitor and budget utility usage. Vutility's mobile and web programs guide consumers to actual consumption reduction, saving them money while reducing the usage of water, gas, and electricity generation.",Internet Software & Services,United States,$16.60M,N/A
Recorrido,Seed VC,$0.60M,10/19/2016,N/A,Recorrido is a Chile-based platform to buy and compare bus tickets.,eCommerce,Chile,$1.60M,N/A
Goodvidio,Seed VC - II,$0.60M,11/04/2016,N/A,"Goodvidio provides a conversion rate optimization service for e-commerce stores and brands to utilize product videos from social media to engage shoppers and increase online sales. The platform automates product video discovery, curation, publishing, video management, and optimization.",Internet Software & Services,Greece,$0.95M,N/A
InfiSecure,Seed VC,$0.60M,11/23/2016,N/A,"InfiSecure offers a software-as-a-service (SaaS) solution to sanitize a website's traffic and improve business metrics. It protects online businesses from scraping, bot abuse, fake traffic fraud, content theft, form spam and other online frauds that are caused by bots.",Internet Software & Services,India,$0.60M,N/A
Locodels,Seed,$0.60M,12/01/2016,N/A,"Locodels is a service for small e-commerce, online sellers, and individuals and provides an easy way for users to ship their stuff. Locodels manages a network of drivers and senders through a phone and web application providing options and varieties in the transportation service.",Internet Software & Services,United Kingdom,$0.62M,N/A
CommonEdits,Seed,$0.60M,12/24/2016,N/A,"CommonEdits is a technology company that specializes in open source music production and distribution. Through a proprietary platform, artists can create and sell new music and merchandise while It takes care of licensing, publishing, and digital distribution. This provides independent artists a path to financial success and allows them to focus on making music.",Internet Software & Services,United States,$0.60M,N/A
