Companies,Investment Stage,Deal Size,Deal Date,Round Investors,Description,Industry,Country,Total Funding,All Investors
"H
HelloDone",Seed,$3.00M,01/21/2020,N/A,"Hello Done is a managed service for the digital customer experience for transport and logistics companies on their behalf, opening up messaging apps such as WhatsApp and Facebook Messenger and voice assistants to their passengers where they live their daily digital lives. The company uses automated conversations using natural language processing (NLP) to handle ticket fulfillment, customer servicing, ancillary sales (e.g. Coffee / Restaurant / Hotel bookings) and home delivery appointments and amendments.",Internet Software & Services,United Kingdom,$3.00M,N/A
"F
FreightWeb",Seed VC,$3.00M,02/04/2020,N/A,Freightweb has developed a “Partial Truckload” transportation service that helps customers move partial truckloads of freight. Freightweb’s online portal offers instant rate quotes and bookings.,Internet Software & Services,United States,$3.00M,N/A
Digital Onboarding,Series A,$3.00M,02/04/2020,N/A,Digital Onboarding is a Software-as-a-Service (SaaS) technology company focused on helping banking customers activate their financial services products.,Internet Software & Services,United States,$5.03M,N/A
"D
Dealroom",Series A,$3.00M,02/12/2020,N/A,"Dealroom is a provider of data on startups, venture capitalists and corporations with a focus on Europe. Dealroom was founded in 2013.",Internet Software & Services,Netherlands,$3.28M,N/A
"M
MaxWholesale",Series A,$3.00M,02/18/2020,N/A,MaxWholesale runs an eCommerce platform that supplies products directly from companies to mom-and-pop stores across India.,eCommerce,India,$4.73M,N/A
"B
Briza",Seed VC,$3.00M,02/18/2020,N/A,"Briza provides an insurance-as-a-service API that enables instant quoting, binding and issuance of commercial insurance policies.",Internet Software & Services,Canada,$11.15M,N/A
"M
Mapped",Seed,$3.00M,02/20/2020,N/A,"Mapped is an AI-powered data infrastructure platform for commercial and industrial IoT that helps customers to securely access real-time data from legacy systems, devices, cloud sources, and applications by automating the data discovery, normalization, and enrichment process.",Internet Software & Services,United States,$9.50M,N/A
Flickstree,Series A,$3.00M,02/28/2020,N/A,"Flickstree is an artificial intelligence-enabled video publisher network that seeks to increase user engagement within websites and apps. The company creates and aggregates video content, and embeds these videos within its publisher partners. It also offers a video player and monetizes its videos.",Internet Software & Services,India,$3.45M,N/A
"E
End Game Interactive",Seed VC,$3.00M,02/28/2020,N/A,"End Game Interactive is an online gaming studio based in Detroit, Michigan.",Internet Software & Services,United States,$3.00M,N/A
"A
Airmeet",Seed VC,$3.00M,03/09/2020,N/A,Airmeet operates a startup focussed on hosting online events. The firm lets users leverage its platform to broadcast events and allow participants and attendees to interact and network with one another.,Internet Software & Services,India,$15.00M,N/A
Oasis Labs,Seed VC,$3.00M,03/10/2020,N/A,"Oasis Lab is a privacy technology company built on a permissionless blockchain. By combining confidential compute with blockchain technology Oasis Labs is able to provide solutions to enterprises that allow them to safely manage, analyze and share user data.",Internet Software & Services,United States,$3.68M,N/A
Kaleidoscope Group,Series A,$3.00M,03/11/2020,N/A,"Kaleidoscope Group designs, administers and hosts branded scholarship and grant programs on a cloud based marketplace.",eCommerce,United States,$5.73M,N/A
"A
Automony",Series A,$3.00M,03/11/2020,N/A,Automony operates as a digital financial services provider for auto financing.,Internet Software & Services,India,$3.00M,N/A
Influence.co,Series A - III,$3.00M,03/12/2020,N/A,Influence.co is an open platform for influencers to profile their work. Brands and agencies use its tools for finding and working with influencers.,Internet Software & Services,United States,$4.64M,N/A
"N
Northpass",Series B,$3.00M,03/13/2020,N/A,"Northpass is a modern LMS for customer, partner and workforce training. It enables users to create online courses, engage learners, and track training metrics.",Internet Software & Services,United States,$11.68M,N/A
"P
PostHog",Seed VC,$3.00M,03/17/2020,N/A,PostHog is a software service that lets developers understand how their users are actually working with their products. It’s a product analytics toolkit for open-source programmers.,Internet Software & Services,United States,$27.00M,N/A
"P
PharmaCCX",Series A,$3.00M,03/19/2020,N/A,"PharmaCCX is developing a technology platform to enable pharma and payers to speed up their pricing negotiations, getting drugs to patients in need quickly. The company's model allows parties to confidentially explore performance- and indication-based pricing, which better aligns value with market dynamics.",Internet Software & Services,United States,$6.00M,N/A
"K
Karvi",Seed VC,$3.00M,03/20/2020,N/A,Karvi operates an online marketplace for purchasing automobiles.,eCommerce,Argentina,$13.00M,N/A
"C
CoinDCX",Series A,$3.00M,03/24/2020,N/A,CoinDCX acts as an aggregator of cryptocurrency trading services.,Internet Software & Services,India,$109.40M,N/A
"H
Hyperproof",Angel,$3.00M,03/24/2020,N/A,"HyperProof develops a compliance solution designed for simplicity. The solution works alongside end user applications such as Outlook and Gmail to Slack, Trello and more.",Internet Software & Services,United States,$26.75M,N/A
"B
Balancer Labs",Seed VC,$3.00M,03/26/2020,N/A,"Balancer is a non-custodial portfolio manager, liquidity provider, and price sensor. Balancer has created a protocol consisting of several different public and private liquidity pools.",Internet Software & Services,United States,$39.25M,N/A
"K
Kaizo",Seed VC,$3.00M,03/26/2020,N/A,"Kaizo uses AI and gamification to provide feedback on agents' work, tips on what to do differently, and tools to set and work to goals.",Internet Software & Services,Netherlands,$7.00M,N/A
"T
Transactly",Seed VC,$3.00M,03/27/2020,N/A,Transactly is a real estate company with a platform that allows buyers and sellers to negotiate during the purchase process.,Internet Software & Services,United States,$10.00M,N/A
"L
Lido Learning",Series B,$3.00M,03/30/2020,N/A,"Lido Learning caters to students from classes five to nine, offering year-long coaching classes in mathematics and science through an integrated online platform that combines content with tutors from across the country. Every class has a maximum student to teacher ratio of 6:1 to ensure that each student receives enough attention for coaching, feedback, and doubt-clearance.",Internet Software & Services,India,$23.50M,N/A
"S
SportsEdTV",Series A,$3.00M,04/03/2020,N/A,SportsEdTV provides free online video instruction in over thirty sports for all levels.,Internet Software & Services,United States,$3.00M,N/A
Vodori,Seed,$3.00M,04/13/2020,N/A,"Vodori provides solutions that simplify how life science companies create, approve, and distribute promotional content. By integrating the touchpoints and capturing the data at each user interaction, Vodori helps companies move beyond digital, promotional reviews to provide actionable insights.",Internet Software & Services,United States,$12.40M,N/A
SimpliRoute,Series A,$3.00M,04/23/2020,N/A,"SimpliRoute is a service that optimizes routes for any company with multiple deliveries, reducing fuel cost and saving time.",Internet Software & Services,Chile,$3.93M,N/A
Stardog,Series B - II,$3.00M,05/06/2020,N/A,"Stardog uses smart graph technology to unify heterogeneous, disparate data across the enterprise. With Stardog, companies can unify data into a coherent graph-based model that allows business logic and data sources to evolve independently.",Internet Software & Services,United States,$24.84M,N/A
"S
Sleuth",Seed VC,$3.00M,05/05/2020,N/A,"Sleuth provides cloud-based deployment tracking that arms remote software teams with the knowledge required to move faster. Users can manage distributed teams, discover incident root causes, and gain devops insight.",Internet Software & Services,United States,$3.00M,N/A
Lolli,Seed VC - II,$3.00M,05/11/2020,N/A,Lolli is a bitcoin rewards application that lets people earn and own bitcoin when they shop online.,Internet Software & Services,United States,$20.25M,N/A
"M
Malbek",Seed VC,$3.00M,05/12/2020,N/A,"Malbek simplifies and expedites the contract authoring process with an automated selection of appropriate clauses and pre-approved language and terms. Combined with AI and analytics on top of that, users can harness the power of data in contracts to improve contract effectiveness.",Internet Software & Services,United States,$20.35M,N/A
"M
Minka",Seed VC,$3.00M,05/14/2020,N/A,"Minka is an open banking cloud that allows users to connect to banks and other financial service providers, as well as build financial products in a short time.",Internet Software & Services,Colombia,$3.00M,N/A
"T
Tava Health",Seed VC,$3.00M,05/19/2020,N/A,Tava Health provides a personalized approach to mental health care through the use of telehealth services.,Internet Software & Services,United States,$3.00M,N/A
"W
Wooden Street",Series A - II,$3.00M,06/02/2020,N/A,Wooden Street is an online furniture platform with operations in several locations throughout India.,eCommerce,India,$4.00M,N/A
"C
ClearGov",Seed VC - III,$3.00M,06/02/2020,N/A,ClearGov transforms municipal financial statements into easy-to-understand infographics to help citizens better understand how their tax dollars are being put to use.,Internet Software & Services,United States,$7.63M,N/A
"C
Codi",Seed VC,$3.00M,02/05/2020,N/A,Codi operates a marketplace for people to find and list home-based coworking opportunities.,eCommerce,United States,$13.83M,N/A
Agamon,Seed VC,$3.00M,06/22/2020,N/A,"Agamon partners with data providers and anonymizes, cleans, and structures the data so that data consumers have seamless access to the data needed for R&D efforts.",Internet Software & Services,United States,$3.05M,N/A
"E
Elucidate",Seed VC,$3.00M,06/23/2020,N/A,"Elucidate is a financial crime risk ratings agency. The Elucidate FinCrime index utilizes modeling and machine learning to digitize and quantify FinCrime risk, enabling proactive management of exposure levels and clear pricing of FinCrime risk.",Internet Software & Services,Germany,$5.97M,N/A
"W
Worky",Seed VC,$3.00M,06/24/2020,N/A,Worky provides solutions to calculate pre-payroll and automate the distribution of receipts.,Internet Software & Services,Mexico,$3.00M,N/A
"N
neo.tax",Seed VC,$3.00M,06/26/2020,N/A,neo.tax uncovers expenses related to developing a new product and unlocks tax credits for R&D.,Internet Software & Services,United States,$3.00M,N/A
